,timestamp,close,volume,RSI,MACD,EMA,SMA,MOM,buy-sl
20,2022-01-03 08:35:00,54.4077,500.0,21.245626793312425,-0.08771349330258005,54.51297636009708,54.55782000000001,-0.3038999999999987,Sell
21,2022-01-03 08:40:00,54.2051,3277.0,11.63389792720391,-0.12153775957532531,54.45699884007943,54.50256,-0.5525999999999982,Sell
22,2022-01-03 08:45:00,54.2604,200.0,22.761425811815222,-0.1245450660371148,54.42125359642862,54.452830000000006,-0.49730000000000274,Sell
23,2022-01-03 08:50:00,54.2512,100.0,22.218381952489448,-0.12208519039446486,54.390334760714325,54.40403000000001,-0.48799999999999955,Sell
24,2022-01-03 08:55:00,54.2051,4024.0,19.498794144100586,-0.12364691905607117,54.35665571331172,54.351540000000014,-0.5248999999999953,Sell
25,2022-01-03 09:00:00,54.2235,850.0,23.83972480839944,-0.11514662500289319,54.33244558361868,54.32759000000001,-0.2394999999999996,Sell
26,2022-01-03 09:10:00,54.2512,200.0,30.428720028593055,-0.09952995101998852,54.31767365932437,54.30641000000001,-0.21180000000000376,Sell
27,2022-01-03 09:15:00,54.3156,200.0,43.651578026731904,-0.07359994917166546,54.3172966303563,54.29628,-0.10129999999999484,Sell
28,2022-01-03 09:20:00,54.2143,5809.0,32.36347710173447,-0.07457328386920636,54.298569970291524,54.27602,-0.20259999999999678,Sell
29,2022-01-03 09:25:00,54.1591,1965.0,27.794163502462272,-0.08209265208355276,54.273211793874886,54.24932,-0.2669999999999959,Sell
30,2022-01-03 09:30:00,53.9703,701201.0,17.778191947264652,-0.11844216477348368,54.21813692226127,54.20558,-0.4373999999999967,Sell
31,2022-01-03 09:35:00,54.0854,200279.0,34.55274734698328,-0.11164940227375553,54.194002936395584,54.19361,-0.1197000000000017,Sell
32,2022-01-03 09:40:00,54.1314,185677.0,40.23762522884037,-0.09368928073706684,54.18262058432366,54.18071,-0.12899999999999778,Sell
33,2022-01-03 09:45:00,53.9288,206597.0,27.82046069220201,-0.11755543601433516,54.136471387173906,54.148469999999996,-0.3223999999999947,Sell
34,2022-01-03 09:50:00,54.09,206702.0,43.89285708283136,-0.09489059921970977,54.12802204405138,54.13696,-0.1150999999999982,Sell
35,2022-01-03 09:55:00,53.9519,227733.0,35.90249303864878,-0.10372542585041344,54.095999854223855,54.10979999999999,-0.2715999999999994,Sell
36,2022-01-03 10:00:00,53.7815,291142.0,28.44760499150552,-0.1362917350750834,54.03881806254679,54.06283,-0.469699999999996,Buy
37,2022-01-03 10:05:00,53.7953,283597.0,29.824367840589577,-0.1457824005808419,53.99454205117465,54.010799999999996,-0.520300000000006,Buy
38,2022-01-03 10:10:00,53.9058,283872.0,40.5164403323823,-0.12321599988980836,53.97840713277926,53.979949999999995,-0.3085000000000022,Sell
39,2022-01-03 10:15:00,53.9524,192712.0,44.66454294218807,-0.09557729473827692,53.97367856318303,53.95927999999999,-0.206700000000005,Sell
40,2022-01-03 10:20:00,54.0025,163663.0,49.11534211349959,-0.0656895920451035,53.97891882442248,53.96249999999999,0.03219999999999601,Sell
41,2022-01-03 10:25:00,53.9657,223969.0,45.94825231943591,-0.05249235278971298,53.97651540180021,53.95052999999999,-0.1197000000000017,Sell
42,2022-01-03 10:30:00,53.8598,181127.0,37.77116686979279,-0.0626228659395025,53.95529441965471,53.92336999999999,-0.2715999999999994,Buy
43,2022-01-03 10:35:00,53.8644,214629.0,38.32736649745679,-0.06455349888511819,53.93876816153568,53.916929999999994,-0.06439999999999912,Buy
44,2022-01-03 10:40:00,53.8874,147158.0,41.38352268379678,-0.05820178919284302,53.929428495801915,53.896669999999986,-0.2026000000000039,Buy
45,2022-01-03 10:45:00,53.9611,185739.0,50.545252531412,-0.03776263178807682,53.93518695111066,53.89758999999998,0.009199999999999875,Sell
46,2022-01-03 10:50:00,53.8828,130636.0,42.3422513161763,-0.039199178424013326,53.92566205090872,53.90771999999998,0.10130000000000194,Buy
47,2022-01-03 10:55:00,53.9841,138473.0,53.68689325476856,-0.018858196576744035,53.93628713256168,53.926599999999986,0.18880000000000052,Sell
48,2022-01-03 11:00:00,53.9519,161789.0,50.035923398493374,-0.01247010235083934,53.939125835732284,53.931209999999986,0.046100000000002694,Sell
49,2022-01-03 11:05:00,53.915,161539.0,45.86582354554503,-0.015254519824097201,53.934739320144594,53.927469999999985,-0.0373999999999981,Buy
50,2022-01-03 11:10:00,53.9887,181497.0,54.66914154859749,-0.0020811145790915475,53.944550352845575,53.92608999999999,-0.01379999999999626,Buy
51,2022-01-03 11:15:00,54.09,215186.0,64.04520298463845,0.024840884350389558,53.97099574323729,53.93852,0.12430000000000518,Sell
52,2022-01-03 11:20:00,54.113,251454.0,65.9127993421442,0.04342293686484311,53.996814699012326,53.96383999999999,0.25319999999999965,Sell
53,2022-01-03 11:25:00,54.0071,175266.0,51.53368106605727,0.03180206511763117,53.99868475373736,53.978109999999994,0.14269999999999783,Sell
54,2022-01-03 11:30:00,53.9887,134117.0,49.35130402316194,0.020142421018384482,53.99686934396693,53.98824,0.10130000000000194,Buy
55,2022-01-03 11:35:00,54.0532,182297.0,56.828289785554475,0.024806318627462076,54.007111281427484,53.99744999999999,0.09209999999999496,Sell
56,2022-01-03 11:40:00,54.0808,178134.0,59.79156260849934,0.03154729256467448,54.02050923025885,54.01724999999999,0.1980000000000004,Sell
57,2022-01-03 11:45:00,54.0347,122648.0,52.73762540936703,0.02511607326381693,54.023089370211785,54.02230999999999,0.050600000000002865,Sell
58,2022-01-03 11:50:00,54.0716,80711.0,57.427809727258825,0.02727365874599741,54.03190948471873,54.03427999999999,0.11969999999999459,Sell
59,2022-01-03 11:55:00,54.1545,187974.0,66.21537283379722,0.0429982952717225,54.054198669315326,54.058229999999995,0.2394999999999996,Sell
